Customer_ID,First_Purchase,Last_Purchase,Purchase_Count,Total_Spend,Days_as_Customer,Purchase_Frequency,Avg_Order_Value,Weekly_Value,CLV_1Year
C0239,2023-02-14,2023-10-04,4,98.21000000000001,233,0.12017167381974249,24.552500000000002,2.9505150214592275,153.42678111587983
C0240,2023-01-05,2023-06-23,5,233.36,170,0.2058823529411765,46.672000000000004,9.60894117647059,499.66494117647073
C0241,2023-01-08,2023-12-28,11,224.2,355,0.21690140845070421,20.38181818181818,4.420845070422534,229.88394366197178
C0242,2023-01-14,2023-11-05,11,238.89,296,0.26013513513513514,21.717272727272725,5.649425675675675,293.7701351351351
C0243,2023-01-30,2023-12-05,7,182.07999999999998,310,0.15806451612903227,26.01142857142857,4.111483870967742,213.7971612903226
C0244,2023-01-24,2023-11-09,7,215.60000000000002,290,0.16896551724137931,30.800000000000004,5.2041379310344835,270.6151724137931
C0245,2023-01-28,2023-11-21,9,176.27,298,0.21140939597315436,19.58555555555556,4.140570469798658,215.30966442953022
C0246,2023-01-17,2023-09-28,11,338.76,255,0.30196078431372547,30.796363636363637,9.299294117647058,483.56329411764705
C0247,2023-01-16,2023-12-29,13,521.92,348,0.2614942528735632,40.1476923076923,10.4983908045977,545.9163218390804
C0248,2023-01-24,2023-12-04,13,476.61,315,0.28888888888888886,36.66230769230769,10.591333333333333,550.7493333333333
C0249,2023-01-05,2023-12-25,12,459.08000000000004,355,0.23661971830985915,38.25666666666667,9.052281690140845,470.7186478873239
C0250,2023-01-28,2023-11-28,10,255.92,305,0.22950819672131148,25.592,5.873573770491803,305.4258360655738
C0251,2023-01-04,2023-10-06,14,499.72,276,0.3550724637681159,35.69428571428572,12.674057971014493,659.0510144927537
C0252,2023-01-02,2023-12-18,13,418.12,351,0.25925925925925924,32.16307692307692,8.338575498575498,433.6059259259259
C0253,2023-01-04,2023-11-25,9,363.77,326,0.19325153374233128,40.41888888888889,7.81101226993865,406.1726380368098
C0254,2023-04-07,2023-12-03,12,287.32,241,0.34854771784232363,23.94333333333333,8.34539419087137,433.9604979253112
C0255,2023-02-12,2023-10-17,11,261.57,248,0.31048387096774194,23.779090909090908,7.383024193548387,383.9172580645161
C0256,2023-06-13,2023-12-04,7,201.86,175,0.28,28.837142857142858,8.0744,419.8688
C0257,2023-01-15,2023-12-26,14,363.37,346,0.28323699421965315,25.955000000000002,7.351416184971098,382.2736416184971
C0258,2023-02-18,2023-12-22,7,257.93,308,0.1590909090909091,36.847142857142856,5.862045454545454,304.8263636363636
C0259,2023-01-29,2023-12-24,12,471.1,330,0.2545454545454545,39.25833333333333,9.993030303030302,519.6375757575757
C0260,2023-02-23,2023-12-26,7,274.63,307,0.15960912052117265,39.23285714285714,6.261921824104235,325.6199348534202
C0261,2023-01-14,2023-12-21,13,340.46,342,0.26608187134502925,26.189230769230768,6.968479532163743,362.36093567251464
C0262,2023-02-11,2023-11-26,14,572.8,289,0.3391003460207613,40.91428571428571,13.874048442906574,721.4505190311419
C0263,2023-01-02,2023-08-05,7,145.08,216,0.22685185185185186,20.725714285714286,4.701666666666667,244.48666666666668
C0264,2023-05-27,2023-12-26,8,287.05,214,0.2616822429906542,35.88125,9.389485981308411,488.2532710280374
C0265,2023-02-11,2023-11-28,7,180.01,291,0.16838487972508592,25.715714285714284,4.330137457044674,225.16714776632304
C0266,2023-03-07,2023-12-22,10,259.55,291,0.24054982817869416,25.955000000000002,6.243470790378008,324.6604810996564
C0267,2023-01-30,2023-12-27,11,442.42,332,0.2319277108433735,40.22,9.328132530120481,485.062891566265
C0268,2023-01-27,2023-12-18,14,529.08,326,0.3006134969325153,37.791428571428575,11.360613496932515,590.7519018404907
C0269,2023-01-20,2023-09-20,11,297.44,244,0.3155737704918033,27.04,8.53311475409836,443.72196721311474
C0270,2023-01-12,2023-11-23,9,382.0,316,0.19936708860759492,42.44444444444444,8.462025316455694,440.0253164556961
C0271,2023-01-10,2023-11-20,13,218.85,315,0.28888888888888886,16.834615384615383,4.863333333333332,252.8933333333333
C0272,2023-01-01,2023-11-18,12,287.68,322,0.2608695652173913,23.973333333333333,6.253913043478261,325.2034782608696
C0273,2023-02-09,2023-12-28,15,396.35,323,0.32507739938080493,26.423333333333336,8.589628482972136,446.6606811145511
C0274,2023-01-23,2023-12-30,14,533.39,342,0.2865497076023392,38.09928571428571,10.91733918128655,567.7016374269006
C0275,2023-01-20,2023-11-30,10,298.40000000000003,315,0.2222222222222222,29.840000000000003,6.631111111111111,344.8177777777778
C0276,2023-08-10,2023-11-29,6,182.14,112,0.375,30.356666666666666,11.38375,591.9549999999999
C0277,2023-01-28,2023-12-20,11,398.91999999999996,327,0.23547400611620795,36.26545454545454,8.539571865443424,444.05773700305804
C0278,2023-01-12,2023-12-10,13,445.72,333,0.2732732732732733,34.28615384615385,9.36948948948949,487.2134534534535
C0279,2023-02-12,2023-10-23,9,312.93,254,0.24803149606299213,34.77,8.624055118110237,448.4508661417323
C0280,2023-01-20,2023-12-23,10,304.55,338,0.20710059171597633,30.455000000000002,6.3072485207100595,327.9769230769231
C0281,2023-02-12,2023-11-20,11,301.96,282,0.2730496453900709,27.45090909090909,7.495460992907801,389.76397163120566
C0282,2023-01-14,2023-12-22,10,464.96999999999997,343,0.20408163265306123,46.497,9.489183673469388,493.43755102040814
C0283,2023-02-06,2023-11-08,7,174.44,276,0.17753623188405795,24.919999999999998,4.424202898550724,230.05855072463763
C0284,2023-01-17,2023-12-30,11,364.6,348,0.22126436781609196,33.14545454545455,7.3339080459770125,381.36321839080466
C0285,2023-01-06,2023-11-25,11,225.09,324,0.23765432098765432,20.462727272727275,4.863055555555556,252.87888888888892
C0286,2023-01-02,2023-09-11,8,186.3,253,0.22134387351778653,23.2875,5.154545454545454,268.0363636363636
C0287,2023-02-17,2023-09-26,10,324.21999999999997,222,0.3153153153153153,32.422,10.223153153153152,531.6039639639639
C0288,2023-01-02,2023-12-13,14,325.15,346,0.28323699421965315,23.224999999999998,6.5781791907514435,342.0653179190751
C0289,2023-01-25,2023-12-10,9,250.03,320,0.196875,27.781111111111112,5.4694062500000005,284.409125
C0290,2023-02-01,2023-11-29,18,755.17,302,0.4172185430463576,41.95388888888888,17.50394039735099,910.2049006622516
C0291,2023-01-12,2023-11-01,9,294.95,294,0.21428571428571427,32.77222222222222,7.022619047619046,365.1761904761904
C0292,2023-01-01,2023-12-20,11,443.21999999999997,354,0.21751412429378533,40.29272727272727,8.764237288135593,455.74033898305083
C0293,2023-01-11,2023-12-13,12,279.33,337,0.2492581602373887,23.2775,5.802106824925815,301.7095548961424
C0294,2023-01-10,2023-11-20,13,471.39000000000004,315,0.28888888888888886,36.260769230769235,10.475333333333333,544.7173333333334
C0295,2023-03-30,2023-12-08,11,241.32,254,0.3031496062992126,21.938181818181818,6.6505511811023625,345.82866141732285
C0296,2023-01-16,2023-07-10,9,441.59000000000003,176,0.35795454545454547,49.06555555555556,17.56323863636364,913.2884090909092
C0297,2023-02-16,2023-11-14,9,189.93,272,0.23161764705882354,21.103333333333335,4.887904411764707,254.17102941176475
C0298,2023-01-02,2023-11-13,9,392.04999999999995,316,0.19936708860759492,43.5611111111111,8.684651898734174,451.60189873417704
C0299,2023-01-02,2023-07-20,7,111.88000000000001,200,0.245,15.982857142857144,3.9158000000000004,203.62160000000003
C0300,2023-01-01,2023-11-20,17,561.04,324,0.36728395061728397,33.00235294117647,12.121234567901235,630.3041975308643
C0301,2023-01-28,2023-12-04,10,366.86,311,0.22508038585209003,36.686,8.257299035369774,429.3795498392283
C0302,2023-02-25,2023-10-04,10,226.82000000000002,222,0.3153153153153153,22.682000000000002,7.151981981981983,371.9030630630631
C0303,2023-01-21,2023-11-17,8,298.38,301,0.18604651162790697,37.2975,6.93906976744186,360.83162790697673
C0304,2023-01-27,2023-08-25,8,314.97,211,0.26540284360189575,39.37125,10.44924170616114,543.3605687203792
C0305,2023-01-09,2023-12-26,9,377.58,352,0.17897727272727273,41.95333333333333,7.508693181818182,390.45204545454544
C0306,2023-01-03,2023-12-19,16,501.73,351,0.3190883190883191,31.358125,10.006011396011397,520.3125925925926
C0307,2023-01-11,2023-10-01,7,257.05,264,0.1856060606060606,36.721428571428575,6.815719696969698,354.41742424242426
C0308,2023-03-21,2023-11-10,8,191.27,235,0.23829787234042554,23.90875,5.6974042553191495,296.2650212765958
C0309,2023-01-01,2023-12-07,16,555.19,341,0.3284457478005865,34.699375,11.396862170087978,592.6368328445749
C0310,2023-02-25,2023-12-28,8,250.96,307,0.18241042345276876,31.37,5.722214983713356,297.5551791530945
C0311,2023-01-17,2023-11-25,7,186.7,313,0.15654952076677317,26.67142857142857,4.1753993610223645,217.12076677316296
C0312,2023-01-20,2023-12-28,12,345.44,343,0.24489795918367346,28.786666666666665,7.049795918367346,366.589387755102
C0313,2023-01-10,2023-12-31,10,328.64,356,0.19662921348314608,32.864,6.462022471910112,336.0251685393258
C0314,2023-01-22,2023-11-07,11,508.11,290,0.2655172413793103,46.191818181818185,12.264724137931035,637.7656551724139
C0315,2023-01-08,2023-12-31,9,181.29,358,0.1759776536312849,20.14333333333333,3.5447765363128485,184.32837988826813
C0316,2023-01-13,2023-11-23,8,312.27,315,0.17777777777777778,39.03375,6.939333333333333,360.8453333333333
C0317,2023-02-26,2023-12-10,13,440.74,288,0.3159722222222222,33.903076923076924,10.712430555555555,557.0463888888888
C0318,2023-03-01,2023-10-27,12,337.03000000000003,241,0.34854771784232363,28.085833333333337,9.789253112033196,509.0411618257262
C0319,2023-01-21,2023-11-29,9,131.35,313,0.2012779552715655,14.594444444444443,2.9375399361022363,152.7520766773163
C0320,2023-01-08,2023-12-24,12,301.73,351,0.2393162393162393,25.144166666666667,6.017407407407407,312.90518518518513
C0321,2023-02-09,2023-10-14,9,266.08,248,0.2540322580645161,29.564444444444444,7.510322580645161,390.53677419354835
C0322,2023-03-03,2023-12-30,6,143.47,303,0.13861386138613863,23.911666666666665,3.3144884488448847,172.35339933993401
C0323,2023-02-14,2023-12-18,10,371.45,308,0.22727272727272727,37.144999999999996,8.442045454545454,438.9863636363636
C0324,2023-01-12,2023-12-23,13,417.43,346,0.2630057803468208,32.11,8.445115606936417,439.1460115606937
C0325,2023-03-04,2023-12-05,9,221.31,277,0.22743682310469315,24.59,5.592671480144404,290.81891696750904
C0326,2023-01-25,2023-11-19,10,277.76,299,0.23411371237458192,27.776,6.502742474916388,338.14260869565214
C0327,2023-01-23,2023-12-26,13,585.1,338,0.2692307692307692,45.00769230769231,12.117455621301776,630.1076923076923
C0328,2023-01-24,2023-12-22,10,326.89,333,0.21021021021021022,32.689,6.8715615615615615,357.3212012012012
C0329,2023-03-15,2023-11-23,11,393.74,254,0.3031496062992126,35.79454545454546,10.851102362204726,564.2573228346457
C0330,2023-02-02,2023-12-19,7,221.5,321,0.15264797507788164,31.642857142857142,4.830218068535826,251.17133956386297
C0331,2023-03-28,2023-12-19,11,521.41,267,0.2883895131086142,47.40090909090909,13.669925093632957,710.8361048689137
C0332,2023-01-24,2023-10-23,12,433.44,273,0.3076923076923077,36.12,11.113846153846154,577.9200000000001
C0333,2023-01-19,2023-12-20,11,407.89,336,0.22916666666666666,37.08090909090909,8.497708333333332,441.88083333333327
C0334,2023-01-24,2023-10-24,14,391.17,274,0.3576642335766423,27.940714285714286,9.993394160583941,519.6564963503649
C0335,2023-01-01,2023-12-13,14,554.11,347,0.2824207492795389,39.57928571428572,11.178011527377523,581.2565994236312
C0336,2023-01-31,2023-12-18,14,454.93,322,0.30434782608695654,32.495,9.889782608695652,514.268695652174
C0337,2023-02-25,2023-12-04,14,491.72,283,0.34628975265017664,35.12285714285714,12.16268551236749,632.4596466431095
C0338,2023-02-08,2023-12-30,10,332.95,326,0.2147239263803681,33.295,7.149233128834356,371.7601226993865
C0339,2023-02-05,2023-12-05,11,371.3,304,0.2532894736842105,33.75454545454546,8.54967105263158,444.5828947368421
C0340,2023-06-01,2023-10-29,6,273.24,151,0.2781456953642384,45.54,12.666754966887416,658.6712582781456
C0341,2023-03-29,2023-11-11,8,293.61,228,0.2456140350877193,36.70125,9.01434210526316,468.7457894736843
C0342,2023-03-09,2023-08-21,9,324.68,166,0.3795180722891566,36.07555555555555,13.691325301204818,711.9489156626505
C0343,2023-02-12,2023-10-02,8,258.53,233,0.24034334763948498,32.31625,7.766995708154505,403.88377682403427
C0344,2023-01-22,2023-12-17,11,380.63,330,0.2333333333333333,34.60272727272727,8.073969696969696,419.8464242424242
C0345,2023-01-16,2023-11-11,14,312.17,300,0.3266666666666667,22.297857142857143,7.283966666666668,378.76626666666675
C0346,2023-01-02,2023-12-16,8,288.8,349,0.16045845272206305,36.1,5.792550143266476,301.21260744985676
C0347,2023-01-11,2023-06-04,6,180.81,145,0.28965517241379307,30.135,8.728758620689655,453.89544827586207
C0348,2023-01-20,2023-12-14,14,607.5899999999999,329,0.2978723404255319,43.39928571428571,12.927446808510636,672.227234042553
C0349,2023-01-03,2023-12-03,15,474.15,335,0.31343283582089554,31.61,9.907611940298509,515.1958208955225
C0350,2023-01-12,2023-12-14,14,573.8299999999999,337,0.29080118694362017,40.98785714285714,11.919317507418397,619.8045103857567
C0351,2023-01-28,2023-12-12,9,294.67,319,0.1974921630094044,32.74111111111111,6.466112852664577,336.23786833855803
C0352,2023-02-02,2023-11-26,17,534.63,298,0.3993288590604027,31.448823529411765,12.558422818791948,653.0379865771813
C0353,2023-01-02,2023-10-31,6,193.06,303,0.13861386138613863,32.17666666666667,4.460132013201321,231.92686468646866
C0354,2023-08-15,2023-11-19,2,13.580000000000002,97,0.14432989690721648,6.790000000000001,0.9800000000000001,50.96000000000001
C0355,2023-01-31,2023-12-23,14,463.1,327,0.2996941896024465,33.07857142857143,9.913455657492355,515.4996941896025
C0356,2023-01-01,2023-12-29,10,324.11,363,0.1928374655647383,32.411,6.250055096418733,325.0028650137741
C0357,2023-01-09,2023-12-28,7,117.10000000000001,354,0.1384180790960452,16.72857142857143,2.3155367231638424,120.4079096045198
C0358,2023-05-10,2023-12-21,9,329.19,226,0.27876106194690264,36.57666666666667,10.196150442477876,530.1998230088495
C0359,2023-04-08,2023-12-23,9,352.56,260,0.24230769230769228,39.17333333333333,9.491999999999999,493.58399999999995
C0360,2023-01-07,2023-12-21,11,237.27,349,0.22063037249283668,21.57,4.758997134670487,247.46785100286533
C0361,2023-01-21,2023-11-07,9,302.0,291,0.21649484536082475,33.55555555555556,7.264604810996564,377.75945017182136
C0362,2023-01-12,2023-11-26,14,390.43,319,0.3072100313479624,27.887857142857143,8.56742946708464,445.50633228840127
C0363,2023-01-06,2023-12-07,7,182.63,336,0.14583333333333334,26.09,3.804791666666667,197.8491666666667
C0364,2023-02-26,2023-12-12,7,289.97,290,0.16896551724137931,41.424285714285716,6.999275862068966,363.96234482758626
C0365,2023-02-10,2023-12-18,11,403.5,312,0.2467948717948718,36.68181818181818,9.052884615384615,470.75
C0366,2023-02-11,2023-11-24,6,157.18,287,0.14634146341463414,26.19666666666667,3.833658536585366,199.35024390243905
C0367,2023-01-08,2023-12-12,8,273.31,339,0.16519174041297935,34.16375,5.643569321533923,293.46560471976403
C0368,2023-02-01,2023-09-19,6,178.67,231,0.18181818181818182,29.778333333333332,5.414242424242424,281.540606060606
C0369,2023-02-16,2023-12-11,7,359.35,299,0.16387959866220736,51.33571428571429,8.412876254180603,437.46956521739133
C0370,2023-01-27,2023-11-25,11,338.0,303,0.25412541254125415,30.727272727272727,7.808580858085809,406.04620462046205
C0371,2023-03-01,2023-12-20,16,453.39,295,0.3796610169491525,28.336875,10.758406779661016,559.4371525423728
C0372,2023-01-02,2023-11-19,9,214.03,322,0.1956521739130435,23.781111111111112,4.652826086956522,241.94695652173914
C0373,2023-01-10,2023-10-15,7,197.03,279,0.1756272401433692,28.147142857142857,4.9434050179211475,257.0570609318997
C0374,2023-03-15,2023-12-12,3,133.16,273,0.07692307692307693,44.38666666666666,3.4143589743589744,177.54666666666668
C0375,2023-02-09,2023-12-20,12,350.97,315,0.26666666666666666,29.247500000000002,7.799333333333334,405.5653333333334
C0376,2023-01-13,2023-12-22,10,244.01,344,0.20348837209302326,24.401,4.96531976744186,258.19662790697674
C0377,2023-01-02,2023-12-19,13,271.12,352,0.2585227272727273,20.855384615384615,5.391590909090909,280.3627272727273
C0378,2023-01-08,2023-12-19,9,328.47,346,0.18208092485549132,36.49666666666667,6.645346820809249,345.558034682081
C0379,2023-01-28,2023-12-27,8,233.72,334,0.16766467065868262,29.215,4.898323353293413,254.71281437125745
C0380,2023-02-23,2023-12-22,11,288.65,303,0.25412541254125415,26.24090909090909,6.668481848184818,346.7610561056106
C0381,2023-01-02,2023-12-24,12,448.82000000000005,357,0.23529411764705882,37.40166666666667,8.800392156862745,457.62039215686275
C0382,2023-02-23,2023-10-09,6,163.0,229,0.1834061135371179,27.166666666666668,4.982532751091703,259.09170305676855
C0383,2023-01-15,2023-09-04,12,427.43,233,0.3605150214592275,35.619166666666665,12.841244635193133,667.7447210300429
C0384,2023-02-19,2023-12-03,6,262.12,288,0.14583333333333331,43.68666666666667,6.370972222222221,331.2905555555555
C0385,2023-01-18,2023-11-15,6,231.86,302,0.1390728476821192,38.64333333333334,5.374238410596027,279.4603973509934
C0386,2023-01-30,2023-12-06,9,356.07,311,0.20257234726688103,39.56333333333333,8.01443729903537,416.75073954983924
C0387,2023-02-02,2023-10-24,8,179.65,265,0.21132075471698114,22.45625,4.7454716981132075,246.7645283018868
C0388,2023-04-14,2023-12-26,12,485.6,257,0.32684824902723736,40.46666666666667,13.226459143968873,687.7758754863813
C0389,2023-01-12,2023-12-22,10,314.71999999999997,345,0.2028985507246377,31.471999999999998,6.3856231884057975,332.05240579710147
C0390,2023-02-11,2023-11-12,11,276.34,275,0.28,25.12181818181818,7.034109090909092,365.77367272727275
C0391,2023-03-03,2023-12-13,13,398.49,286,0.31818181818181823,30.653076923076924,9.753251748251751,507.16909090909104
C0392,2023-03-01,2023-10-31,9,286.92,245,0.2571428571428571,31.880000000000003,8.197714285714286,426.28114285714287
C0393,2023-01-08,2023-09-30,7,289.15000000000003,266,0.18421052631578946,41.307142857142864,7.60921052631579,395.67894736842106
C0394,2023-01-21,2023-09-20,8,254.81,243,0.23045267489711935,31.85125,7.340205761316873,381.6906995884774
C0395,2023-01-01,2023-10-25,9,315.62,298,0.21140939597315436,35.06888888888889,7.413892617449665,385.5224161073826
C0396,2023-03-31,2023-11-21,8,226.61,236,0.23728813559322035,28.32625,6.721483050847458,349.5171186440678
C0397,2023-01-26,2023-12-17,9,213.89,326,0.19325153374233128,23.765555555555554,4.592730061349693,238.82196319018402
C0398,2023-01-01,2023-11-08,10,247.45999999999998,312,0.22435897435897437,24.746,5.551987179487179,288.7033333333333
C0399,2023-01-15,2023-12-02,9,310.63,322,0.1956521739130435,34.51444444444444,6.752826086956522,351.1469565217391
C0400,2023-01-07,2023-08-09,8,213.02,215,0.26046511627906976,26.6275,6.935534883720931,360.6478139534884
C0401,2023-01-29,2023-12-24,10,323.83,330,0.2121212121212121,32.382999999999996,6.86912121212121,357.19430303030293
C0402,2023-01-07,2023-12-23,12,451.16999999999996,351,0.2393162393162393,37.5975,8.997692307692306,467.87999999999994
C0403,2023-01-30,2023-10-20,12,361.56,264,0.3181818181818182,30.13,9.586818181818181,498.51454545454544
C0404,2023-01-20,2023-12-23,12,520.22,338,0.2485207100591716,43.35166666666667,10.77378698224852,560.2369230769231
C0405,2023-01-07,2023-10-19,8,256.09,286,0.1958041958041958,32.01125,6.2679370629370625,325.9327272727273
C0406,2023-01-27,2023-12-14,14,472.67,322,0.30434782608695654,33.762142857142855,10.275434782608695,534.3226086956521
C0407,2023-01-10,2023-12-22,12,383.38,347,0.2420749279538905,31.948333333333334,7.733890489913545,402.16230547550435
C0408,2023-02-12,2023-12-23,10,387.86,315,0.2222222222222222,38.786,8.619111111111112,448.1937777777778
C0409,2023-02-21,2023-12-22,9,216.6,305,0.20655737704918034,24.066666666666666,4.971147540983607,258.4996721311475
C0410,2023-01-10,2023-11-10,12,427.34000000000003,305,0.2754098360655738,35.61166666666667,9.807803278688526,510.0057704918034
C0411,2023-01-17,2023-11-27,12,433.47,315,0.26666666666666666,36.1225,9.632666666666667,500.8986666666667
C0412,2023-01-14,2023-12-03,13,289.08,324,0.2808641975308642,22.236923076923077,6.245555555555556,324.7688888888889
C0413,2023-02-04,2023-12-15,13,609.9,315,0.28888888888888886,46.91538461538461,13.553333333333331,704.7733333333332
C0414,2023-01-27,2023-12-02,13,445.05,310,0.2935483870967742,34.23461538461539,10.04951612903226,522.5748387096775
C0415,2023-03-11,2023-12-08,9,232.66,273,0.23076923076923078,25.85111111111111,5.965641025641026,310.21333333333337
C0416,2023-01-03,2023-09-25,9,278.83,266,0.23684210526315788,30.981111111111108,7.337631578947367,381.5568421052631
C0417,2023-04-14,2023-12-25,10,300.37,256,0.2734375,30.037,8.2132421875,427.08859375000003
C0418,2023-01-08,2023-12-31,11,291.37,358,0.21508379888268156,26.48818181818182,5.69717877094972,296.25329608938546
C0419,2023-02-08,2023-11-03,13,433.61,269,0.3382899628252788,33.354615384615386,11.283531598513012,586.7436431226766
C0420,2023-05-03,2023-12-15,10,299.41,227,0.3083700440528634,29.941000000000003,9.232907488986784,480.1111894273128
C0421,2023-01-18,2023-12-06,10,232.05,323,0.21671826625386995,23.205000000000002,5.028947368421052,261.5052631578947
C0422,2023-01-01,2023-11-18,9,293.96000000000004,322,0.1956521739130435,32.662222222222226,6.390434782608697,332.3026086956522
C0423,2023-07-01,2023-11-12,4,214.9,135,0.20740740740740743,53.725,11.142962962962965,579.4340740740741
C0424,2023-01-17,2023-09-01,7,123.88,228,0.2149122807017544,17.697142857142858,3.8033333333333332,197.77333333333334
C0425,2023-01-10,2023-12-19,11,394.39,344,0.22383720930232556,35.85363636363636,8.025377906976743,417.31965116279065
C0426,2023-02-06,2023-12-13,17,595.83,311,0.38263665594855306,35.04882352941177,13.410964630225083,697.3701607717043
C0427,2023-01-23,2023-05-29,9,193.87,127,0.49606299212598426,21.54111111111111,10.685748031496063,555.6588976377952
C0428,2023-01-28,2023-09-24,9,271.03,240,0.2625,30.11444444444444,7.9050416666666665,411.06216666666666
C0429,2023-03-14,2023-12-10,11,382.85,272,0.2830882352941177,34.804545454545455,9.852757352941179,512.3433823529413
C0430,2023-01-08,2023-12-24,14,456.09000000000003,351,0.2792022792022792,32.57785714285715,9.095811965811967,472.9822222222223
C0431,2023-03-06,2023-12-07,7,219.0,277,0.1768953068592058,31.285714285714285,5.534296028880867,287.7833935018051
C0432,2023-01-14,2023-12-22,16,538.14,343,0.32653061224489793,33.63375,10.982448979591835,571.0873469387755
C0433,2023-02-13,2023-12-21,14,313.61,312,0.3141025641025641,22.400714285714287,7.036121794871795,365.87833333333333
C0434,2023-01-03,2023-11-23,9,300.13,325,0.19384615384615383,33.34777777777778,6.464338461538461,336.1456
C0435,2023-01-05,2023-11-04,12,512.78,304,0.2763157894736842,42.73166666666666,11.807434210526313,613.9865789473683
C0436,2023-03-07,2023-12-29,9,241.78,298,0.21140939597315436,26.864444444444445,5.679395973154363,295.3285906040269
C0437,2023-01-12,2023-12-18,13,419.01,341,0.2668621700879765,32.23153846153846,8.601378299120235,447.2716715542522
C0438,2023-01-11,2023-11-17,4,138.93,311,0.09003215434083602,34.7325,3.127041800643087,162.60617363344053
C0439,2023-01-29,2023-06-21,6,281.84000000000003,144,0.29166666666666663,46.973333333333336,13.700555555555555,712.4288888888889
C0440,2023-03-25,2023-12-17,11,237.93,268,0.2873134328358209,21.63,6.214589552238806,323.1586567164179
C0441,2023-01-26,2023-09-06,4,173.92000000000002,224,0.125,43.480000000000004,5.4350000000000005,282.62
C0442,2023-01-05,2023-12-21,15,528.6800000000001,351,0.29914529914529914,35.245333333333335,10.543475783475783,548.2607407407407
C0443,2023-02-12,2023-12-01,16,433.7,293,0.3822525597269625,27.10625,10.361433447098976,538.7945392491467
C0444,2023-01-06,2023-12-19,9,183.22,348,0.1810344827586207,20.357777777777777,3.6854597701149423,191.643908045977
C0445,2023-01-15,2023-12-31,11,308.76,351,0.21937321937321935,28.069090909090907,6.157606837606837,320.19555555555553
C0446,2023-01-11,2023-12-25,12,408.97,349,0.24068767908309457,34.08083333333334,8.202836676217768,426.5475071633239
C0447,2023-03-05,2023-12-30,14,562.63,301,0.32558139534883723,40.18785714285714,13.084418604651162,680.3897674418604
C0448,2023-02-22,2023-12-01,12,443.8,283,0.2968197879858657,36.983333333333334,10.9773851590106,570.8240282685512
C0449,2023-01-22,2023-11-21,12,393.39,304,0.2763157894736842,32.7825,9.05832236842105,471.03276315789464
C0450,2023-02-10,2023-11-16,14,503.79,280,0.35,35.985,12.59475,654.927
C0451,2023-05-19,2023-10-12,3,148.94,147,0.14285714285714285,49.64666666666667,7.092380952380952,368.8038095238095
C0452,2023-02-07,2023-11-30,15,454.55,297,0.35353535353535354,30.303333333333335,10.713299663299663,557.0915824915825
C0453,2023-01-04,2023-12-27,11,405.39,358,0.21508379888268156,36.85363636363636,7.926620111731843,412.1842458100558
C0454,2023-02-07,2023-12-13,9,254.03,310,0.2032258064516129,28.225555555555555,5.73616129032258,298.2803870967742
C0455,2023-01-13,2023-12-25,10,237.12,347,0.2017291066282421,23.712,4.7834005763688765,248.73682997118158
C0456,2023-03-06,2023-12-16,16,557.9200000000001,286,0.3916083916083916,34.870000000000005,13.655384615384618,710.0800000000002
C0457,2023-03-17,2023-11-28,8,188.64999999999998,257,0.2178988326848249,23.581249999999997,5.138326848249027,267.1929961089494
C0458,2023-03-03,2023-12-14,12,437.01,287,0.2926829268292683,36.4175,10.658780487804876,554.2565853658535
C0459,2023-02-08,2023-11-04,10,253.77,270,0.2592592592592593,25.377000000000002,6.579222222222224,342.1195555555557
C0460,2023-01-21,2023-09-16,14,383.57,239,0.41004184100418406,27.39785714285714,11.234267782426777,584.1819246861924
C0461,2023-01-08,2023-12-31,8,332.76,358,0.1564245810055866,41.595,6.506480446927374,338.33698324022345
C0462,2023-01-02,2023-10-24,13,489.0,296,0.30743243243243246,37.61538461538461,11.56418918918919,601.3378378378378
C0463,2023-01-03,2023-11-30,9,337.78,332,0.1897590361445783,37.53111111111111,7.1218674698795175,370.3371084337349
C0464,2023-02-13,2023-12-27,14,493.42,318,0.3081761006289308,35.244285714285716,10.861446540880504,564.7952201257862
C0465,2023-01-20,2023-10-28,13,468.04999999999995,282,0.32269503546099293,36.00384615384615,11.618262411347516,604.1496453900709
C0466,2023-01-27,2023-12-28,12,486.21,336,0.25,40.5175,10.129375,526.7275
C0467,2023-03-01,2023-12-14,9,355.32,289,0.2179930795847751,39.48,8.606366782006921,447.5310726643599
C0468,2023-05-05,2023-10-30,3,109.16,179,0.11731843575418993,36.38666666666666,4.268826815642457,221.97899441340778
C0469,2023-02-15,2023-12-03,7,341.81,292,0.1678082191780822,48.83,8.194075342465753,426.0919178082192
C0470,2023-02-03,2023-12-19,13,349.68,320,0.284375,26.89846153846154,7.64925,397.761
C0471,2023-02-19,2023-12-31,6,197.68,316,0.13291139240506328,32.946666666666665,4.378987341772151,227.70734177215186
C0472,2023-01-06,2023-11-07,13,343.07,306,0.2973856209150327,26.39,7.848006535947713,408.09633986928105
C0473,2023-02-27,2023-12-01,9,291.67,278,0.22661870503597123,32.40777777777778,7.344208633093526,381.8988489208634
C0474,2023-05-04,2023-11-21,10,253.35999999999999,202,0.3465346534653465,25.336,8.779801980198018,456.54970297029695
C0475,2023-01-14,2023-12-14,12,367.15,335,0.25074626865671645,30.59583333333333,7.67179104477612,398.9331343283583
C0476,2023-02-06,2023-11-25,7,267.52,293,0.1672354948805461,38.21714285714285,6.391262798634813,332.34566552901026
